Season,Team,Gtm,Date,Home,Opp,Rslt,Team_pts,Opp_pts,OT,Team_FG,Team_FGA,Team_FG%,Team_3P,Team_3PA,Team_3P%,2P,2PA,2P%,eFG%,Team_FT,Team_FTA,Team_FT%,Team_ORB,DRB,Team_TRB,Team_AST,Team_STL,Team_BLK,Team_TOV,Team_PF,Opp_FG,Opp_FGA,Opp_FG%,Opp_3P,Opp_3PA,Opp_3P%,2P.1,2PA.1,2P%.1,eFG%.1,Opp_FT,Opp_FTA,Opp_FT%,Opp_ORB,DRB.1,Opp_TRB,Opp_AST,Opp_STL,Opp_BLK,Opp_TOV,Opp_PF
2023,GSW,25,2022-12-05,H,IND,L,104,112,,38,94,.404,13,44,.295,25,50,.500,.473,15,19,.789,12,35,47,26,6,6,12,19,43,90,.478,15,39,.385,28,51,.549,.561,11,18,.611,7,40,47,26,3,8,17,18
2023,GSW,26,2022-12-07,A,UTA,L,123,124,,45,98,.459,14,42,.333,31,56,.554,.531,19,25,.760,14,28,42,26,8,5,14,18,46,86,.535,15,35,.429,31,51,.608,.622,17,21,.810,9,31,40,26,6,7,17,17
2023,GSW,27,2022-12-10,H,BOS,W,123,107,,47,92,.511,13,39,.333,34,53,.642,.582,16,20,.800,11,42,53,26,3,6,15,20,38,87,.437,12,40,.300,26,47,.553,.506,19,26,.731,6,33,39,17,8,6,10,14
2023,GSW,28,2022-12-13,A,MIL,L,111,128,,38,95,.400,20,50,.400,18,45,.400,.505,15,19,.789,12,25,37,25,7,2,18,22,45,82,.549,12,29,.414,33,53,.623,.622,26,32,.813,12,43,55,22,8,5,23,18
2023,GSW,29,2022-12-14,A,IND,L,119,125,,40,86,.465,14,33,.424,26,53,.491,.547,25,29,.862,12,34,46,27,5,4,24,20,44,87,.506,16,39,.410,28,48,.583,.598,21,25,.840,5,29,34,30,10,8,18,25
2023,GSW,30,2022-12-16,A,PHI,L,106,118,,39,94,.415,17,43,.395,22,51,.431,.505,11,13,.846,13,35,48,31,8,6,17,21,39,85,.459,15,38,.395,24,47,.511,.547,25,31,.806,11,38,49,23,11,5,15,13
2023,GSW,31,2022-12-18,A,TOR,W,126,110,,43,81,.531,18,39,.462,25,42,.595,.642,22,26,.846,12,29,41,31,6,2,17,21,40,95,.421,13,33,.394,27,62,.435,.489,17,22,.773,18,25,43,21,6,2,14,22
2023,GSW,32,2022-12-20,A,NYK,L,94,132,,35,74,.473,12,35,.343,23,39,.590,.554,12,13,.923,4,25,29,23,3,2,20,22,45,87,.517,17,40,.425,28,47,.596,.615,25,32,.781,14,33,47,27,8,1,12,15
2023,GSW,33,2022-12-21,A,BRK,L,113,143,,41,83,.494,12,33,.364,29,50,.580,.566,19,25,.760,9,27,36,32,6,1,21,14,54,84,.643,21,33,.636,33,51,.647,.768,14,16,.875,3,29,32,42,10,4,15,23
2023,GSW,34,2022-12-25,H,MEM,W,123,109,,43,91,.473,18,44,.409,25,47,.532,.571,19,26,.731,9,42,51,31,6,5,12,18,39,94,.415,9,39,.231,30,55,.545,.463,22,30,.733,9,35,44,19,5,6,13,23
2023,GSW,35,2022-12-27,H,CHO,W,110,105,,41,95,.432,8,37,.216,33,58,.569,.474,20,24,.833,9,40,49,31,3,2,14,22,38,92,.413,10,38,.263,28,54,.519,.467,19,25,.760,9,38,47,22,6,7,14,20
2023,GSW,36,2022-12-28,H,UTA,W,112,107,,37,87,.425,16,45,.356,21,42,.500,.517,22,27,.815,10,41,51,22,6,3,13,26,37,91,.407,15,46,.326,22,45,.489,.489,18,26,.692,10,40,50,26,3,6,12,22
2023,GSW,37,2022-12-30,H,POR,W,118,112,,42,91,.462,17,43,.395,25,48,.521,.555,17,21,.810,17,29,46,29,9,2,13,22,42,91,.462,12,39,.308,30,52,.577,.527,16,23,.696,17,32,49,22,2,4,16,20
2023,GSW,38,2023-01-02,H,ATL,W,143,141,2OT,54,121,.446,19,59,.322,35,62,.565,.525,16,24,.667,23,46,69,34,9,6,19,23,53,109,.486,11,35,.314,42,74,.568,.537,24,29,.828,10,43,53,30,9,10,13,17
2023,GSW,39,2023-01-04,H,DET,L,119,122,,45,87,.517,15,40,.375,30,47,.638,.603,14,15,.933,9,31,40,31,3,4,14,20,45,92,.489,16,36,.444,29,56,.518,.576,16,23,.696,11,30,41,29,9,1,10,11
2023,GSW,40,2023-01-07,H,ORL,L,101,115,,33,88,.375,18,58,.310,15,30,.500,.477,17,21,.810,11,38,49,26,7,1,16,17,44,87,.506,13,32,.406,31,55,.564,.580,14,24,.583,7,37,44,26,12,2,11,14
2023,GSW,41,2023-01-10,H,PHO,L,113,125,,37,96,.385,18,48,.375,19,48,.396,.479,21,27,.778,16,29,45,24,13,2,17,26,41,90,.456,14,31,.452,27,59,.458,.533,29,31,.935,19,38,57,26,5,7,22,22
2023,GSW,42,2023-01-13,A,SAS,W,144,113,,55,101,.545,18,48,.375,37,53,.698,.634,16,20,.800,12,43,55,33,9,6,13,26,40,88,.455,8,22,.364,32,66,.485,.500,25,34,.735,7,31,38,26,6,3,15,19
2023,GSW,43,2023-01-15,A,CHI,L,118,132,,41,83,.494,21,51,.412,20,32,.625,.620,15,22,.682,7,33,40,35,6,4,23,22,48,95,.505,15,39,.385,33,56,.589,.584,21,24,.875,7,31,38,29,12,1,10,18
2023,GSW,44,2023-01-16,A,WAS,W,127,118,,45,91,.495,18,44,.409,27,47,.574,.593,19,21,.905,9,34,43,28,8,1,12,23,42,86,.488,14,35,.400,28,51,.549,.570,20,23,.870,6,30,36,31,7,2,14,21
2023,GSW,45,2023-01-19,A,BOS,L,118,121,OT,40,100,.400,18,52,.346,22,48,.458,.490,20,23,.870,8,39,47,28,10,7,16,26,43,108,.398,13,41,.317,30,67,.448,.458,22,30,.733,18,45,63,21,10,5,17,19
2023,GSW,46,2023-01-20,A,CLE,W,120,114,,42,86,.488,23,43,.535,19,43,.442,.622,13,19,.684,14,31,45,25,9,4,18,19,42,84,.500,14,33,.424,28,51,.549,.583,16,19,.842,10,25,35,24,7,8,15,15
2023,GSW,47,2023-01-22,H,BRK,L,116,120,,41,90,.456,13,32,.406,28,58,.483,.528,21,27,.778,10,32,42,28,10,2,12,24,43,79,.544,14,27,.519,29,52,.558,.633,20,31,.645,9,33,42,30,4,7,16,22
2023,GSW,48,2023-01-25,H,MEM,W,122,120,,43,85,.506,14,32,.438,29,53,.547,.588,22,28,.786,14,30,44,33,7,5,22,27,42,88,.477,10,31,.323,32,57,.561,.534,26,37,.703,11,25,36,26,10,3,14,26
2023,GSW,49,2023-01-27,H,TOR,W,129,117,,50,90,.556,18,43,.419,32,47,.681,.656,11,15,.733,5,38,43,40,5,1,14,18,46,101,.455,12,33,.364,34,68,.500,.515,13,21,.619,14,32,46,24,5,4,10,17
2023,GSW,50,2023-01-30,A,OKC,W,128,120,,46,90,.511,20,47,.426,26,43,.605,.622,16,20,.800,6,38,44,37,9,4,15,18,46,93,.495,11,24,.458,35,69,.507,.554,17,20,.850,8,35,43,23,10,4,17,18
2023,GSW,51,2023-02-01,A,MIN,L,114,119,OT,38,91,.418,11,35,.314,27,56,.482,.478,27,34,.794,9,49,58,21,7,4,17,24,46,106,.434,14,50,.280,32,56,.571,.500,13,24,.542,10,43,53,26,5,7,11,23
2023,GSW,52,2023-02-02,A,DEN,L,117,134,,43,85,.506,19,38,.500,24,47,.511,.618,12,19,.632,10,32,42,25,4,4,17,23,51,90,.567,16,35,.457,35,55,.636,.656,16,21,.762,7,31,38,35,10,2,13,19
2023,GSW,53,2023-02-04,H,DAL,W,119,113,,45,82,.549,14,35,.400,31,47,.660,.634,15,19,.789,5,33,38,33,6,5,14,24,39,85,.459,14,40,.350,25,45,.556,.541,21,27,.778,10,29,39,22,9,1,14,18
2023,GSW,54,2023-02-06,H,OKC,W,141,114,,56,97,.577,26,50,.520,30,47,.638,.711,3,7,.429,11,34,45,43,6,3,16,17,44,91,.484,11,32,.344,33,59,.559,.544,15,21,.714,7,29,36,21,8,3,11,10
2023,GSW,55,2023-02-08,A,POR,L,122,125,,46,97,.474,21,49,.429,25,48,.521,.582,9,10,.900,10,22,32,31,11,2,11,24,43,78,.551,8,27,.296,35,51,.686,.603,31,32,.969,12,35,47,25,6,3,21,16
2023,GSW,56,2023-02-11,H,LAL,L,103,109,,40,96,.417,12,44,.273,28,52,.538,.479,11,12,.917,7,36,43,31,11,6,16,21,40,89,.449,8,25,.320,32,64,.500,.494,21,26,.808,10,42,52,19,4,4,16,12
2023,GSW,57,2023-02-13,H,WAS,W,135,126,,52,89,.584,20,40,.500,32,49,.653,.697,11,15,.733,11,23,34,40,10,0,16,19,48,80,.600,12,28,.429,36,52,.692,.675,18,21,.857,9,24,33,26,10,3,17,15
2023,GSW,58,2023-02-14,A,LAC,L,124,134,,45,83,.542,15,34,.441,30,49,.612,.633,19,27,.704,8,28,36,28,2,1,11,22,49,92,.533,17,36,.472,32,56,.571,.625,19,22,.864,12,24,36,33,5,4,8,22
2023,GSW,59,2023-02-23,A,LAL,L,111,124,,40,105,.381,14,49,.286,26,56,.464,.448,17,21,.810,17,31,48,24,10,3,10,23,42,86,.488,16,30,.533,26,56,.464,.581,24,34,.706,10,48,58,30,8,3,16,20
2023,GSW,60,2023-02-24,H,HOU,W,116,101,,37,78,.474,26,54,.481,11,24,.458,.641,16,18,.889,7,40,47,27,3,3,19,20,36,92,.391,11,35,.314,25,57,.439,.451,18,22,.818,13,31,44,23,12,3,7,18
2023,GSW,61,2023-02-26,H,MIN,W,109,104,,39,91,.429,15,42,.357,24,49,.490,.511,16,22,.727,16,40,56,23,11,5,18,19,38,90,.422,17,45,.378,21,45,.467,.517,11,21,.524,10,33,43,26,11,8,16,18
2023,GSW,62,2023-02-28,H,POR,W,123,105,,49,91,.538,12,30,.400,37,61,.607,.604,13,16,.813,12,34,46,34,5,2,18,19,37,86,.430,12,39,.308,25,47,.532,.500,19,22,.864,9,24,33,26,8,4,13,17
2023,GSW,63,2023-03-02,H,LAC,W,115,91,,39,93,.419,14,46,.304,25,47,.532,.495,23,27,.852,15,45,60,25,9,6,12,20,32,89,.360,9,43,.209,23,46,.500,.410,18,21,.857,9,38,47,19,5,5,16,24
2023,GSW,64,2023-03-03,H,NOP,W,108,99,,40,78,.513,10,31,.323,30,47,.638,.577,18,20,.900,9,34,43,28,7,4,18,22,34,77,.442,10,29,.345,24,48,.500,.506,21,27,.778,7,22,29,20,9,4,13,22
2023,GSW,65,2023-03-05,A,LAL,L,105,113,,36,91,.396,18,52,.346,18,39,.462,.495,15,18,.833,7,35,42,27,2,6,13,21,42,95,.442,11,33,.333,31,62,.500,.500,18,22,.818,10,36,46,29,3,3,9,17
2023,GSW,66,2023-03-07,A,OKC,L,128,137,,47,89,.528,20,51,.392,27,38,.711,.640,14,16,.875,8,25,33,36,8,3,21,21,50,94,.532,17,37,.459,33,57,.579,.622,20,24,.833,13,31,44,28,10,2,18,17
2023,GSW,67,2023-03-09,A,MEM,L,110,131,,36,82,.439,15,45,.333,21,37,.568,.530,23,24,.958,8,24,32,25,9,3,17,17,50,93,.538,18,40,.450,32,53,.604,.634,13,18,.722,9,33,42,36,6,3,14,18
2023,GSW,68,2023-03-11,H,MIL,W,125,116,OT,46,112,.411,23,55,.418,23,57,.404,.513,10,11,.909,18,47,65,33,12,4,15,15,43,100,.430,21,51,.412,22,49,.449,.535,9,11,.818,7,41,48,28,9,7,17,14
2023,GSW,69,2023-03-13,H,PHO,W,123,112,,45,83,.542,19,39,.487,26,44,.591,.657,14,24,.583,9,32,41,28,8,6,16,21,46,95,.484,4,21,.190,42,74,.568,.505,16,22,.727,17,30,47,25,8,4,14,23
2023,GSW,70,2023-03-15,A,LAC,L,126,134,,49,88,.557,17,36,.472,32,52,.615,.653,11,15,.733,7,29,36,28,5,1,16,25,46,96,.479,16,34,.471,30,62,.484,.563,26,32,.813,16,28,44,30,11,1,8,18
2023,GSW,71,2023-03-17,A,ATL,L,119,127,,47,98,.480,11,40,.275,36,58,.621,.536,14,20,.700,16,38,54,28,6,9,17,20,47,100,.470,16,41,.390,31,59,.525,.550,17,25,.680,13,32,45,27,7,8,11,15
2023,GSW,72,2023-03-18,A,MEM,L,119,133,,39,91,.429,13,35,.371,26,56,.464,.500,28,34,.824,15,27,42,27,3,8,13,21,52,95,.547,18,38,.474,34,57,.596,.642,11,17,.647,11,28,39,35,5,5,7,24
2023,GSW,73,2023-03-20,A,HOU,W,121,108,,44,88,.500,17,48,.354,27,40,.675,.597,16,19,.842,16,32,48,31,12,6,20,14,39,93,.419,10,36,.278,29,57,.509,.473,20,24,.833,13,28,41,14,14,2,18,14
2023,GSW,74,2023-03-22,A,DAL,W,127,125,,50,90,.556,12,39,.308,38,51,.745,.622,15,18,.833,11,33,44,33,7,5,13,20,44,89,.494,17,40,.425,27,49,.551,.590,20,28,.714,8,23,31,27,7,2,10,17
2023,GSW,75,2023-03-24,H,PHI,W,120,112,,42,88,.477,18,50,.360,24,38,.632,.580,18,24,.750,10,39,49,27,3,0,11,21,38,78,.487,8,29,.276,30,49,.612,.538,28,34,.824,4,34,38,23,8,1,10,20
2023,GSW,76,2023-03-26,H,MIN,L,96,99,,34,82,.415,15,40,.375,19,42,.452,.506,13,17,.765,6,31,37,25,9,2,16,19,34,80,.425,17,40,.425,17,40,.425,.531,14,25,.560,9,40,49,25,10,2,17,20
2023,GSW,77,2023-03-28,H,NOP,W,120,109,,43,82,.524,18,40,.450,25,42,.595,.634,16,22,.727,11,30,41,32,11,4,19,18,42,90,.467,12,27,.444,30,63,.476,.533,13,14,.929,11,30,41,30,6,4,19,18
2023,GSW,78,2023-03-31,H,SAS,W,130,115,,47,93,.505,21,49,.429,26,44,.591,.618,15,21,.714,14,31,45,37,5,4,15,18,42,91,.462,15,38,.395,27,53,.509,.544,16,23,.696,14,32,46,27,8,4,15,20
2023,GSW,79,2023-04-02,A,DEN,L,110,112,,42,105,.400,9,42,.214,33,63,.524,.443,17,17,1.000,22,35,57,26,9,4,15,22,44,100,.440,9,33,.273,35,67,.522,.485,15,18,.833,17,30,47,24,11,7,13,17
2023,GSW,80,2023-04-04,H,OKC,W,136,125,,47,95,.495,20,47,.426,27,48,.563,.600,22,30,.733,19,35,54,25,6,6,14,22,44,93,.473,11,32,.344,33,61,.541,.532,26,35,.743,13,25,38,23,4,1,10,22
2023,GSW,81,2023-04-07,A,SAC,W,119,97,,41,78,.526,16,36,.444,25,42,.595,.628,21,24,.875,10,37,47,36,6,7,24,22,38,98,.388,11,39,.282,27,59,.458,.444,10,18,.556,18,22,40,24,10,3,12,16
2023,GSW,82,2023-04-09,A,POR,W,157,101,,58,96,.604,27,49,.551,31,47,.660,.745,14,16,.875,9,49,58,47,13,6,16,18,38,95,.400,9,35,.257,29,60,.483,.447,16,24,.667,6,24,30,25,5,3,14,9
2024,GSW,1,2023-10-24,H,PHO,L,104,108,,36,101,.356,10,43,.233,26,58,.448,.406,22,28,.786,18,31,49,19,11,6,11,23,42,95,.442,11,33,.333,31,62,.500,.500,13,17,.765,17,43,60,23,5,7,19,22
2024,GSW,2,2023-10-27,A,SAC,W,122,114,,48,87,.552,14,32,.438,34,55,.618,.632,12,14,.857,7,32,39,32,14,3,19,24,41,94,.436,12,40,.300,29,54,.537,.500,20,29,.690,10,31,41,24,10,3,14,16
2024,GSW,3,2023-10-29,A,HOU,W,106,95,,35,81,.432,18,45,.400,17,36,.472,.543,18,23,.783,8,41,49,27,6,6,14,18,34,90,.378,9,33,.273,25,57,.439,.428,18,19,.947,10,32,42,22,7,4,7,20
2024,GSW,4,2023-10-30,A,NOP,W,130,102,,51,98,.520,15,41,.366,36,57,.632,.597,13,20,.650,21,43,64,28,6,7,15,21,38,93,.409,10,39,.256,28,54,.519,.462,16,26,.615,14,25,39,23,8,3,11,18
2024,GSW,5,2023-11-01,H,SAC,W,102,101,,39,81,.481,11,31,.355,28,50,.560,.549,13,15,.867,7,29,36,32,5,6,18,17,36,88,.409,11,35,.314,25,53,.472,.472,18,23,.783,14,34,48,24,8,4,15,17
2024,GSW,6,2023-11-03,A,OKC,W,141,139,,49,92,.533,18,40,.450,31,52,.596,.630,25,30,.833,13,25,38,36,9,2,15,25,50,83,.602,15,29,.517,35,54,.648,.693,24,30,.800,7,25,32,26,3,1,19,20
2024,GSW,7,2023-11-05,A,CLE,L,104,115,,34,94,.362,16,41,.390,18,53,.340,.447,20,30,.667,17,27,44,26,10,4,13,18,41,83,.494,11,37,.297,30,46,.652,.560,22,28,.786,13,41,54,26,8,2,18,21
2024,GSW,8,2023-11-06,A,DET,W,120,109,,46,97,.474,12,41,.293,34,56,.607,.536,16,21,.762,17,27,44,26,8,4,11,14,38,80,.475,13,30,.433,25,50,.500,.556,20,21,.952,7,32,39,23,8,2,16,20
2024,GSW,9,2023-11-08,A,DEN,L,105,108,,37,86,.430,11,35,.314,26,51,.510,.494,20,26,.769,11,38,49,21,5,0,9,20,41,92,.446,11,35,.314,30,57,.526,.505,15,22,.682,10,35,45,24,7,4,6,20
2024,GSW,10,2023-11-11,H,CLE,L,110,118,,37,90,.411,13,38,.342,24,52,.462,.483,23,30,.767,15,40,55,26,5,3,20,29,37,86,.430,11,30,.367,26,56,.464,.494,33,43,.767,11,34,45,23,13,3,11,24
2024,GSW,11,2023-11-12,H,MIN,L,110,116,,37,96,.385,12,43,.279,25,53,.472,.448,24,28,.857,19,32,51,24,9,0,14,28,43,82,.524,9,27,.333,34,55,.618,.579,21,30,.700,9,38,47,27,8,6,14,19
2024,GSW,12,2023-11-14,H,MIN,L,101,104,,37,88,.420,13,39,.333,24,49,.490,.494,14,16,.875,13,33,46,28,11,2,20,22,36,81,.444,14,34,.412,22,47,.468,.531,18,21,.857,9,33,42,24,9,5,20,19
2024,GSW,13,2023-11-16,H,OKC,L,109,128,,40,98,.408,14,41,.341,26,57,.456,.480,15,19,.789,20,29,49,27,5,4,16,19,44,87,.506,19,32,.594,25,55,.455,.615,21,23,.913,7,35,42,31,10,3,13,20
2024,GSW,14,2023-11-18,H,OKC,L,123,130,OT,44,97,.454,18,46,.391,26,51,.510,.546,17,21,.810,14,35,49,33,6,4,16,18,52,100,.520,8,23,.348,44,77,.571,.560,18,20,.900,9,38,47,26,8,7,12,16
2024,GSW,15,2023-11-20,H,HOU,W,121,116,,36,77,.468,21,43,.488,15,34,.441,.604,28,33,.848,8,35,43,26,3,1,8,21,44,95,.463,13,41,.317,31,54,.574,.532,15,19,.789,15,33,48,28,6,3,8,24
2024,GSW,16,2023-11-22,A,PHO,L,115,123,,43,90,.478,10,32,.313,33,58,.569,.533,19,29,.655,11,32,43,29,10,3,16,34,34,76,.447,11,28,.393,23,48,.479,.520,44,52,.846,11,32,43,22,9,8,15,22
2024,GSW,17,2023-11-24,H,SAS,W,118,112,,40,81,.494,19,42,.452,21,39,.538,.611,19,24,.792,7,34,41,35,7,2,24,21,45,100,.450,12,47,.255,33,53,.623,.510,10,12,.833,15,31,46,28,10,3,20,18
2024,GSW,18,2023-11-28,A,SAC,L,123,124,,40,83,.482,17,41,.415,23,42,.548,.584,26,30,.867,9,43,52,25,6,6,20,31,41,91,.451,15,44,.341,26,47,.553,.533,27,42,.643,12,34,46,25,8,7,10,23
2024,GSW,19,2023-11-30,H,LAC,W,120,114,,41,82,.500,15,39,.385,26,43,.605,.591,23,31,.742,10,37,47,30,3,4,9,18,42,95,.442,12,32,.375,30,63,.476,.505,18,24,.750,15,28,43,26,5,1,6,21
2024,GSW,20,2023-12-02,A,LAC,L,112,113,,38,86,.442,17,43,.395,21,43,.488,.541,19,24,.792,6,36,42,31,5,4,15,15,44,90,.489,13,39,.333,31,51,.608,.561,12,14,.857,5,35,40,31,5,6,11,21
2024,GSW,21,2023-12-06,H,POR,W,110,106,,36,86,.419,10,34,.294,26,52,.500,.477,28,33,.848,15,35,50,20,4,3,17,19,39,95,.411,16,46,.348,23,49,.469,.495,12,16,.750,11,29,40,22,8,3,10,30
2024,GSW,22,2023-12-08,A,OKC,L,136,138,OT,49,104,.471,19,48,.396,30,56,.536,.563,19,23,.826,24,36,60,29,3,2,29,28,51,98,.520,5,29,.172,46,69,.667,.546,31,36,.861,11,28,39,15,17,7,11,22
2024,GSW,23,2023-12-12,A,PHO,L,116,119,,41,92,.446,16,46,.348,25,46,.543,.533,18,27,.667,13,38,51,26,9,1,15,28,38,84,.452,14,39,.359,24,45,.533,.536,29,34,.853,7,34,41,27,8,7,15,22
2024,GSW,24,2023-12-14,A,LAC,L,113,121,,40,92,.435,16,45,.356,24,47,.511,.522,17,19,.895,16,27,43,22,8,2,13,24,41,81,.506,13,32,.406,28,49,.571,.586,26,30,.867,10,30,40,27,6,9,14,20
2024,GSW,25,2023-12-16,H,BRK,W,124,120,,44,91,.484,17,32,.531,27,59,.458,.577,19,20,.950,13,29,42,29,7,5,14,15,45,93,.484,17,43,.395,28,50,.560,.575,13,15,.867,14,28,42,31,6,8,16,21
2024,GSW,26,2023-12-17,A,POR,W,118,114,,46,87,.529,13,38,.342,33,49,.673,.603,13,19,.684,11,32,43,31,10,4,14,20,40,85,.471,13,35,.371,27,50,.540,.547,21,23,.913,9,28,37,23,10,4,14,20
2024,GSW,27,2023-12-19,H,BOS,W,132,126,OT,50,109,.459,20,50,.400,30,59,.508,.550,12,14,.857,18,41,59,29,4,5,10,15,47,114,.412,17,58,.293,30,56,.536,.487,15,17,.882,18,37,55,28,6,5,8,13
2024,GSW,28,2023-12-22,H,WAS,W,129,118,,47,97,.485,18,45,.400,29,52,.558,.577,17,20,.850,14,43,57,33,5,2,12,17,44,97,.454,11,35,.314,33,62,.532,.510,19,24,.792,9,30,39,25,7,4,9,16
2024,GSW,29,2023-12-23,H,POR,W,126,106,,48,83,.578,10,33,.303,38,50,.760,.639,20,24,.833,13,36,49,38,8,2,18,14,38,84,.452,13,35,.371,25,49,.510,.530,17,25,.680,8,22,30,26,13,3,12,20
2024,GSW,30,2023-12-25,A,DEN,L,114,120,,40,87,.460,14,40,.350,26,47,.553,.540,20,23,.870,9,30,39,23,7,3,13,23,40,82,.488,14,34,.412,26,48,.542,.573,26,32,.813,10,33,43,25,6,4,14,17
2024,GSW,31,2023-12-28,H,MIA,L,102,114,,37,88,.420,8,33,.242,29,55,.527,.466,20,25,.800,12,31,43,27,4,7,13,19,44,91,.484,10,31,.323,34,60,.567,.538,16,22,.727,10,34,44,26,6,1,10,19
2024,GSW,32,2023-12-30,H,DAL,L,122,132,,47,103,.456,19,48,.396,28,55,.509,.549,9,13,.692,16,31,47,32,8,3,11,21,49,88,.557,16,40,.400,33,48,.688,.648,18,22,.818,6,37,43,25,5,2,9,14
2024,GSW,33,2024-01-02,H,ORL,W,121,115,,42,78,.538,13,35,.371,29,43,.674,.622,24,37,.649,9,27,36,23,9,6,12,19,41,92,.446,14,36,.389,27,56,.482,.522,19,23,.826,16,25,41,19,8,4,18,24
2024,GSW,34,2024-01-04,H,DEN,L,127,130,,49,90,.544,15,36,.417,34,54,.630,.628,14,16,.875,9,24,33,35,4,3,10,20,48,85,.565,9,26,.346,39,59,.661,.618,25,29,.862,11,25,36,28,7,4,9,15
2024,GSW,35,2024-01-05,H,DET,W,113,109,,38,82,.463,16,38,.421,22,44,.500,.561,21,25,.840,7,38,45,24,3,5,19,18,44,98,.449,13,44,.295,31,54,.574,.515,8,10,.800,10,30,40,25,8,9,11,23
2024,GSW,36,2024-01-07,H,TOR,L,118,133,,45,100,.450,14,46,.304,31,54,.574,.520,14,15,.933,15,28,43,30,5,4,11,11,55,94,.585,15,33,.455,40,61,.656,.665,8,14,.571,9,36,45,38,7,6,7,14
2024,GSW,37,2024-01-10,H,NOP,L,105,141,,39,89,.438,12,39,.308,27,50,.540,.506,15,18,.833,14,29,43,24,4,4,17,19,54,94,.574,19,40,.475,35,54,.648,.676,14,19,.737,13,34,47,37,11,7,11,19
2024,GSW,38,2024-01-12,A,CHI,W,140,131,,49,94,.521,20,47,.426,29,47,.617,.628,22,30,.733,13,31,44,39,7,4,5,16,50,86,.581,18,40,.450,32,46,.696,.686,13,16,.813,6,30,36,31,1,3,12,21
2024,GSW,39,2024-01-13,A,MIL,L,118,129,,47,98,.480,15,36,.417,32,62,.516,.556,9,14,.643,12,29,41,23,5,4,8,16,51,94,.543,13,31,.419,38,63,.603,.612,14,17,.824,14,36,50,33,6,5,12,15
2024,GSW,40,2024-01-15,A,MEM,L,107,116,,44,90,.489,10,31,.323,34,59,.576,.544,9,10,.900,7,38,45,28,4,6,19,25,32,86,.372,20,54,.370,12,32,.375,.488,32,40,.800,11,31,42,24,13,10,13,12
2024,GSW,41,2024-01-24,H,ATL,W,134,112,,51,91,.560,16,33,.485,35,58,.603,.648,16,22,.727,11,38,49,26,6,9,10,18,39,94,.415,14,43,.326,25,51,.490,.489,20,26,.769,13,32,45,30,7,2,11,16
2024,GSW,42,2024-01-25,H,SAC,L,133,134,,48,86,.558,19,37,.514,29,49,.592,.669,18,23,.783,6,27,33,30,7,3,13,19,48,91,.527,22,48,.458,26,43,.605,.648,16,19,.842,8,26,34,33,8,5,10,21
2024,GSW,43,2024-01-27,H,LAL,L,144,145,2OT,55,119,.462,23,58,.397,32,61,.525,.559,11,16,.688,11,39,50,37,11,3,17,34,49,101,.485,9,27,.333,40,74,.541,.530,38,43,.884,7,48,55,33,9,5,20,21
2024,GSW,44,2024-01-30,H,PHI,W,119,107,,44,79,.557,14,32,.438,30,47,.638,.646,17,19,.895,8,34,42,32,6,6,18,20,39,85,.459,13,30,.433,26,55,.473,.535,16,21,.762,13,26,39,11,14,2,16,24
2024,GSW,45,2024-02-02,A,MEM,W,121,101,,46,83,.554,11,29,.379,35,54,.648,.620,18,22,.818,6,40,46,32,7,8,14,17,35,87,.402,14,46,.304,21,41,.512,.483,17,24,.708,9,28,37,30,7,4,14,20
2024,GSW,46,2024-02-03,A,ATL,L,134,141,OT,50,112,.446,18,56,.321,32,56,.571,.527,16,20,.800,14,43,57,26,4,7,14,23,55,114,.482,14,43,.326,41,71,.577,.544,17,22,.773,16,41,57,27,5,4,8,20
2024,GSW,47,2024-02-05,A,BRK,W,109,98,,43,93,.462,4,22,.182,39,71,.549,.484,19,23,.826,16,44,60,24,7,8,14,17,34,89,.382,13,42,.310,21,47,.447,.455,17,22,.773,11,27,38,23,7,12,10,23
2024,GSW,48,2024-02-07,A,PHI,W,127,104,,47,94,.500,16,38,.421,31,56,.554,.585,17,22,.773,12,40,52,30,7,8,13,21,41,98,.418,8,32,.250,33,66,.500,.459,14,14,1.000,11,29,40,21,7,8,15,16
2024,GSW,49,2024-02-08,A,IND,W,131,109,,52,93,.559,17,32,.531,35,61,.574,.651,10,13,.769,10,39,49,33,7,7,17,22,39,81,.481,12,31,.387,27,50,.540,.556,19,27,.704,7,23,30,31,11,6,14,17
2024,GSW,50,2024-02-10,H,PHO,W,113,112,,45,101,.446,17,41,.415,28,60,.467,.530,6,11,.545,13,39,52,33,6,2,14,20,43,94,.457,11,34,.324,32,60,.533,.516,15,16,.938,9,33,42,28,9,8,14,13
2024,GSW,51,2024-02-12,A,UTA,W,129,107,,48,100,.480,20,44,.455,28,56,.500,.580,13,17,.765,12,39,51,31,8,4,13,13,41,92,.446,11,32,.344,30,60,.500,.505,14,16,.875,9,35,44,23,8,7,18,17
2024,GSW,52,2024-02-14,H,LAC,L,125,130,,47,103,.456,18,47,.383,29,56,.518,.544,13,18,.722,13,34,47,34,7,2,9,25,44,88,.500,13,38,.342,31,50,.620,.574,29,37,.784,12,36,48,28,6,4,12,21
2024,GSW,53,2024-02-15,A,UTA,W,140,137,,49,92,.533,20,42,.476,29,50,.580,.641,22,28,.786,13,28,41,42,8,6,13,19,43,93,.462,22,49,.449,21,44,.477,.581,29,32,.906,17,31,48,33,10,3,16,22
