Season,Team,G,Date,Home,Opp,W/L,Team_pts,Opp_pts,Team_FG,Team_FGA,Team_FG%,Team_3P,Team_3PA,Team_3P%,Team_FT,Team_FTA,Team_FT%,Team_ORB,Team_TRB,Team_AST,Team_STL,Team_BLK,Team_TOV,Team_PF,Opp_FG,Opp_FGA,Opp_FG%,Opp_3P,Opp_3PA,Opp_3P%,Opp_FT,Opp_FTA,Opp_FT%,Opp_ORB,Opp_TRB,Opp_AST,Opp_STL,Opp_BLK,Opp_TOV,Opp_PF
2019,PHO,34,2018-12-23,A,BRK,L,103,111,43,89,.483,3,17,.176,14,16,.875,10,41,24,10,5,12,27,40,85,.471,10,27,.370,21,33,.636,14,49,25,7,4,17,15
2019,PHO,35,2018-12-26,A,ORL,W,122,120,48,95,.505,13,24,.542,13,17,.765,11,45,22,9,9,18,19,44,96,.458,14,36,.389,18,22,.818,11,42,20,11,2,15,18
2019,PHO,36,2018-12-28,H,OKC,L,102,118,39,90,.433,9,29,.310,15,16,.938,7,34,22,12,7,17,18,51,95,.537,7,20,.350,9,13,.692,11,49,22,12,4,16,13
2019,PHO,37,2018-12-29,H,DEN,L,118,122,49,91,.538,11,29,.379,9,14,.643,12,37,29,15,5,13,21,42,76,.553,18,35,.514,20,26,.769,10,40,31,10,3,21,20
2019,PHO,38,2018-12-31,H,GSW,L,109,132,37,85,.435,9,26,.346,26,30,.867,7,38,20,7,3,13,29,46,84,.548,14,28,.500,26,32,.813,7,44,31,7,8,15,24
2019,PHO,39,2019-01-02,H,PHI,L,127,132,43,95,.453,11,34,.324,30,36,.833,13,37,22,10,3,15,34,40,74,.541,11,24,.458,41,54,.759,8,44,27,9,3,17,30
2019,PHO,40,2019-01-04,H,LAC,L,111,121,41,77,.532,9,19,.474,20,27,.741,7,25,24,13,9,17,26,43,84,.512,10,24,.417,25,32,.781,16,43,31,12,7,20,27
2019,PHO,41,2019-01-06,H,CHO,L,113,119,43,83,.518,10,25,.400,17,19,.895,3,36,23,8,4,14,25,44,91,.484,7,25,.280,24,34,.706,14,46,22,9,1,15,21
2019,PHO,42,2019-01-08,H,SAC,W,115,111,45,88,.511,10,25,.400,15,19,.789,9,37,31,18,7,19,25,38,80,.475,15,29,.517,20,29,.690,12,43,26,11,5,25,19
2019,PHO,43,2019-01-09,A,DAL,L,94,104,36,84,.429,7,25,.280,15,21,.714,7,37,22,10,8,15,34,30,70,.429,12,34,.353,32,45,.711,8,42,21,7,5,19,17
2019,PHO,44,2019-01-12,H,DEN,W,102,93,38,92,.413,8,26,.308,18,25,.720,14,49,29,11,9,9,19,34,88,.386,10,31,.323,15,22,.682,13,50,25,7,6,15,19
2019,PHO,45,2019-01-15,A,IND,L,97,131,40,95,.421,8,27,.296,9,18,.500,10,43,26,8,6,19,30,46,89,.517,12,25,.480,27,36,.750,9,52,31,11,7,14,17
2019,PHO,46,2019-01-17,A,TOR,L,109,111,36,84,.429,9,30,.300,28,36,.778,15,46,18,9,8,16,21,43,86,.500,7,28,.250,18,25,.720,9,39,27,8,8,14,27
2019,PHO,47,2019-01-19,A,CHO,L,115,135,39,87,.448,11,33,.333,26,33,.788,7,26,21,7,7,7,26,48,88,.545,16,34,.471,23,27,.852,14,53,31,5,8,16,26
2019,PHO,48,2019-01-20,A,MIN,L,114,116,40,86,.465,12,39,.308,22,32,.688,9,38,22,9,5,15,27,39,91,.429,6,24,.250,32,40,.800,12,45,22,8,4,15,26
2019,PHO,49,2019-01-22,H,MIN,L,91,118,37,87,.425,7,34,.206,10,18,.556,5,34,23,6,9,13,17,45,103,.437,15,42,.357,13,19,.684,20,64,30,7,1,14,18
2019,PHO,50,2019-01-24,H,POR,L,106,120,36,88,.409,13,38,.342,21,27,.778,9,39,19,9,4,16,22,44,94,.468,12,26,.462,20,20,1.000,14,53,25,8,8,16,24
2019,PHO,51,2019-01-25,A,DEN,L,95,132,32,76,.421,7,30,.233,24,26,.923,2,35,20,4,7,15,25,47,94,.500,15,36,.417,23,29,.793,16,57,26,9,1,12,20
2019,PHO,52,2019-01-27,A,LAL,L,102,116,34,85,.400,7,26,.269,27,32,.844,15,40,19,8,9,16,20,47,89,.528,10,23,.435,12,18,.667,14,41,28,8,10,16,30
2019,PHO,53,2019-01-29,A,SAS,L,124,126,48,80,.600,13,29,.448,15,19,.789,3,38,26,8,5,18,22,47,100,.470,15,34,.441,17,20,.850,14,36,29,9,4,11,15
2019,PHO,54,2019-02-02,H,ATL,L,112,118,45,96,.469,12,32,.375,10,18,.556,10,37,31,15,5,10,23,43,84,.512,14,32,.438,18,26,.692,16,53,21,6,5,24,18
2019,PHO,55,2019-02-04,H,HOU,L,110,118,45,84,.536,7,25,.280,13,18,.722,9,38,29,9,1,17,20,43,87,.494,13,41,.317,19,25,.760,12,43,19,13,2,12,19
2019,PHO,56,2019-02-06,A,UTA,L,88,116,35,75,.467,3,17,.176,15,19,.789,7,36,23,8,2,22,25,42,84,.500,11,28,.393,21,32,.656,12,43,29,13,5,13,18
2019,PHO,57,2019-02-08,H,GSW,L,107,117,39,101,.386,6,31,.194,23,30,.767,19,48,23,12,1,11,28,41,81,.506,10,29,.345,25,35,.714,9,49,30,5,9,18,23
2019,PHO,58,2019-02-10,A,SAC,L,104,117,38,91,.418,6,27,.222,22,30,.733,15,54,22,5,4,17,31,38,84,.452,9,31,.290,32,44,.727,11,49,26,12,11,12,21
2019,PHO,59,2019-02-13,A,LAC,L,107,134,40,86,.465,8,30,.267,19,25,.760,8,36,24,6,4,16,23,50,84,.595,11,22,.500,23,30,.767,7,43,33,12,9,11,25
2019,PHO,60,2019-02-21,A,CLE,L,98,111,35,84,.417,10,32,.313,18,25,.720,11,38,26,12,6,17,18,42,85,.494,13,36,.361,14,20,.700,10,51,34,11,4,15,23
2019,PHO,61,2019-02-23,A,ATL,L,112,120,41,93,.441,13,37,.351,17,20,.850,6,41,25,9,4,12,29,38,92,.413,12,33,.364,32,38,.842,12,50,22,8,9,13,22
2019,PHO,62,2019-02-25,A,MIA,W,124,121,45,89,.506,13,32,.406,21,25,.840,7,39,30,9,1,14,20,48,97,.495,9,29,.310,16,20,.800,14,44,31,10,4,14,20
2019,PHO,63,2019-03-01,H,NOP,L,116,130,40,94,.426,12,34,.353,24,28,.857,12,39,25,17,2,19,21,50,87,.575,16,27,.593,14,20,.700,10,50,34,13,4,24,18
2019,PHO,64,2019-03-02,H,LAL,W,118,109,39,76,.513,6,26,.231,34,40,.850,9,41,21,7,8,10,22,43,89,.483,8,25,.320,15,23,.652,10,40,27,3,3,11,24
2019,PHO,65,2019-03-04,H,MIL,W,114,105,41,91,.451,7,22,.318,25,31,.806,17,56,22,10,10,13,23,35,95,.368,12,42,.286,23,31,.742,18,57,17,8,2,14,25
2019,PHO,66,2019-03-06,H,NYK,W,107,96,39,81,.481,12,29,.414,17,22,.773,4,31,21,11,9,13,25,35,77,.455,6,15,.400,20,25,.800,8,46,17,6,7,21,23
2019,PHO,67,2019-03-09,A,POR,L,120,127,43,103,.417,9,27,.333,25,29,.862,13,43,27,7,5,8,23,43,86,.500,13,29,.448,28,36,.778,12,52,19,5,7,16,27
2019,PHO,68,2019-03-10,A,GSW,W,115,111,42,86,.488,10,25,.400,21,27,.778,9,48,26,10,4,14,18,42,95,.442,10,43,.233,17,22,.773,15,49,34,10,6,17,24
2019,PHO,69,2019-03-13,H,UTA,L,97,114,36,82,.439,7,19,.368,18,23,.783,5,35,21,8,3,12,20,42,90,.467,12,33,.364,18,25,.720,12,52,30,8,4,12,22
2019,PHO,70,2019-03-15,A,HOU,L,102,108,38,89,.427,7,26,.269,19,25,.760,15,49,22,9,4,21,21,36,83,.434,11,40,.275,25,33,.758,7,42,18,13,6,13,20
2019,PHO,71,2019-03-16,A,NOP,W,138,136,51,100,.510,9,29,.310,27,36,.750,11,48,31,10,7,22,33,47,102,.461,15,30,.500,27,41,.659,18,57,34,11,4,22,30
2019,PHO,72,2019-03-18,H,CHI,L,101,116,39,84,.464,7,26,.269,16,26,.615,9,38,24,5,5,12,22,46,89,.517,4,16,.250,20,24,.833,11,49,21,9,4,13,22
2019,PHO,73,2019-03-21,H,DET,L,98,118,35,73,.479,7,26,.269,21,26,.808,7,35,22,6,4,19,27,38,90,.422,17,42,.405,25,34,.735,19,46,23,11,6,13,26
2019,PHO,74,2019-03-23,A,SAC,L,103,112,36,88,.409,9,34,.265,22,26,.846,10,43,25,10,4,14,21,39,92,.424,17,38,.447,17,22,.773,13,51,25,7,3,14,19
2019,PHO,75,2019-03-25,A,UTA,L,92,125,31,76,.408,7,23,.304,23,28,.821,9,36,12,8,3,21,18,48,86,.558,10,21,.476,19,23,.826,10,43,31,11,4,14,23
2019,PHO,76,2019-03-27,H,WAS,L,121,124,43,87,.494,14,37,.378,21,26,.808,11,48,22,9,7,15,28,43,90,.478,9,25,.360,29,43,.674,15,52,18,10,3,10,20
2019,PHO,77,2019-03-30,H,MEM,L,115,120,43,81,.531,12,28,.429,17,23,.739,7,40,27,8,7,19,26,41,89,.461,8,25,.320,30,40,.750,15,44,24,15,6,11,18
2019,PHO,78,2019-04-01,H,CLE,W,122,113,46,84,.548,13,37,.351,17,20,.850,5,40,28,1,11,13,22,45,99,.455,8,22,.364,15,22,.682,18,48,17,5,3,9,24
2019,PHO,79,2019-04-03,H,UTA,L,97,118,42,91,.462,5,21,.238,8,13,.615,9,31,21,7,3,10,23,44,77,.571,16,32,.500,14,18,.778,7,45,30,2,9,20,16
2019,PHO,80,2019-04-05,H,NOP,W,133,126,51,104,.490,14,36,.389,17,21,.810,13,46,27,12,11,7,18,49,101,.485,8,23,.348,20,27,.741,15,53,28,4,4,15,21
2019,PHO,81,2019-04-07,A,HOU,L,113,149,43,93,.462,11,34,.324,16,21,.762,8,42,26,8,0,13,18,53,100,.530,27,57,.474,16,21,.762,12,52,34,12,5,9,16
2019,PHO,82,2019-04-09,A,DAL,L,109,120,38,88,.432,13,35,.371,20,28,.714,5,38,21,13,6,14,22,41,91,.451,16,40,.400,22,27,.815,18,64,28,6,6,21,24
2019,POR,1,2018-10-18,H,LAL,W,128,119,44,100,.440,13,37,.351,27,29,.931,14,54,21,9,10,16,26,45,93,.484,7,30,.233,22,29,.759,8,46,23,10,6,15,26
2019,POR,2,2018-10-20,H,SAS,W,121,108,45,84,.536,15,32,.469,16,19,.842,8,46,24,5,3,12,14,42,100,.420,13,30,.433,11,14,.786,15,40,29,5,4,6,17
2019,POR,3,2018-10-22,H,WAS,L,124,125,43,108,.398,11,39,.282,27,31,.871,17,70,22,6,4,19,22,46,110,.418,15,37,.405,18,26,.692,12,54,23,6,7,10,27
2019,POR,4,2018-10-25,A,ORL,W,128,114,48,87,.552,11,27,.407,21,26,.808,12,44,24,6,6,10,22,43,86,.500,12,30,.400,16,20,.800,11,40,29,5,7,14,21
2019,POR,5,2018-10-27,A,MIA,L,111,120,37,88,.420,12,33,.364,25,28,.893,8,42,14,7,8,9,25,44,96,.458,15,39,.385,17,26,.654,16,56,21,7,8,12,21
2019,POR,6,2018-10-29,A,IND,W,103,93,38,78,.487,10,26,.385,17,18,.944,9,50,19,3,3,18,23,37,90,.411,6,19,.316,13,20,.650,7,35,19,8,5,8,20
2019,POR,7,2018-10-30,A,HOU,W,104,85,38,80,.475,8,20,.400,20,23,.870,7,51,17,4,4,17,19,31,96,.323,10,43,.233,13,23,.565,20,49,18,7,9,11,25
2019,POR,8,2018-11-01,H,NOP,W,132,119,44,87,.506,18,35,.514,26,31,.839,8,46,26,4,4,14,30,40,94,.426,8,29,.276,31,37,.838,14,44,23,7,3,12,24
2019,POR,9,2018-11-03,H,LAL,L,110,114,44,104,.423,6,35,.171,16,22,.727,16,50,20,10,5,14,21,45,86,.523,8,21,.381,16,25,.640,9,50,20,9,11,20,22
2019,POR,10,2018-11-04,H,MIN,W,111,81,38,86,.442,7,28,.250,28,32,.875,17,66,15,7,1,16,20,29,93,.312,7,30,.233,16,21,.762,13,38,18,9,4,11,21
2019,POR,11,2018-11-06,H,MIL,W,118,103,48,91,.527,17,43,.395,5,8,.625,11,51,23,7,3,12,17,40,92,.435,16,42,.381,7,8,.875,12,42,26,2,1,11,16
2019,POR,12,2018-11-08,H,LAC,W,116,105,40,97,.412,10,26,.385,26,28,.929,14,53,18,4,8,6,20,41,89,.461,8,23,.348,15,20,.750,7,41,19,2,10,7,22
2019,POR,13,2018-11-11,H,BOS,W,100,94,39,86,.453,14,36,.389,8,10,.800,15,55,22,4,2,21,14,36,93,.387,14,42,.333,8,10,.800,11,42,19,11,5,12,16
2019,POR,14,2018-11-14,A,LAL,L,117,126,41,93,.441,14,33,.424,21,23,.913,11,47,24,8,10,14,21,44,93,.473,15,32,.469,23,26,.885,11,48,25,11,6,13,18
2019,POR,15,2018-11-16,A,MIN,L,96,112,37,88,.420,8,29,.276,14,20,.700,11,48,16,6,1,18,14,46,92,.500,12,28,.429,8,11,.727,9,43,28,11,4,12,16
2019,POR,16,2018-11-18,A,WAS,W,119,109,39,86,.453,11,30,.367,30,35,.857,9,52,26,4,3,15,25,43,96,.448,13,32,.406,10,21,.476,9,43,28,4,9,11,30
2019,POR,17,2018-11-20,A,NYK,W,118,114,45,95,.474,16,35,.457,12,17,.706,14,43,25,8,4,11,19,42,83,.506,13,29,.448,17,22,.773,10,42,22,8,5,15,15
2019,POR,18,2018-11-21,A,MIL,L,100,143,34,93,.366,9,41,.220,23,28,.821,10,40,13,8,6,17,20,57,108,.528,15,45,.333,14,17,.824,13,59,34,8,2,14,23
2019,POR,19,2018-11-23,A,GSW,L,97,125,38,93,.409,9,24,.375,12,22,.545,12,39,22,9,2,13,16,48,85,.565,17,32,.531,12,16,.750,6,43,29,11,10,15,22
2019,POR,20,2018-11-25,H,LAC,L,100,104,42,97,.433,8,38,.211,8,10,.800,16,58,18,2,5,12,24,38,90,.422,5,25,.200,23,34,.676,11,48,15,9,5,4,13
2019,POR,21,2018-11-28,H,ORL,W,115,112,37,85,.435,19,39,.487,22,32,.688,13,47,24,8,1,11,17,42,81,.519,14,30,.467,14,15,.933,3,37,28,3,8,14,20
2019,POR,22,2018-11-30,H,DEN,L,112,113,45,85,.529,6,22,.273,16,21,.762,12,44,19,7,6,14,23,40,87,.460,14,30,.467,19,26,.731,13,41,28,11,3,11,21
2019,POR,23,2018-12-02,A,SAS,L,118,131,45,86,.523,12,29,.414,16,16,1.000,9,35,25,6,5,17,21,50,83,.602,11,15,.733,20,22,.909,5,34,29,5,4,12,15
2019,POR,24,2018-12-04,A,DAL,L,102,111,38,84,.452,7,24,.292,19,23,.826,11,48,20,7,6,18,29,38,88,.432,11,30,.367,24,35,.686,15,50,25,11,4,13,19
2019,POR,25,2018-12-06,H,PHO,W,108,86,41,85,.482,9,27,.333,17,27,.630,13,56,24,10,6,17,19,35,91,.385,5,27,.185,11,14,.786,11,41,20,11,2,16,21
2019,POR,26,2018-12-08,H,MIN,W,113,105,39,83,.470,10,33,.303,25,30,.833,14,53,23,10,9,19,20,40,91,.440,7,16,.438,18,22,.818,10,40,25,12,7,12,23
2019,POR,27,2018-12-11,A,HOU,L,104,111,38,87,.437,10,25,.400,18,21,.857,13,44,20,1,4,14,17,42,85,.494,9,29,.310,18,27,.667,12,42,22,9,5,7,21
2019,POR,28,2018-12-12,A,MEM,L,83,92,32,87,.368,6,22,.273,13,16,.813,4,44,15,11,9,14,19,34,82,.415,8,24,.333,16,24,.667,9,51,19,9,10,12,22
2019,POR,29,2018-12-14,H,TOR,W,128,122,48,94,.511,13,27,.481,19,21,.905,12,38,29,10,4,8,15,43,78,.551,18,31,.581,18,21,.857,6,37,20,4,4,16,21
2019,POR,30,2018-12-17,A,LAC,W,131,127,47,86,.547,10,20,.500,27,31,.871,6,33,26,5,4,11,32,42,83,.506,10,27,.370,33,39,.846,8,37,27,5,1,10,23
2019,POR,31,2018-12-19,H,MEM,W,99,92,35,75,.467,11,26,.423,18,20,.900,12,43,16,9,4,21,23,33,78,.423,9,27,.333,17,19,.895,11,36,22,12,10,14,21
2019,POR,32,2018-12-21,H,UTA,L,90,120,35,87,.402,10,32,.313,10,18,.556,13,42,17,8,6,14,16,47,85,.553,16,31,.516,10,17,.588,6,42,35,7,6,15,21
2019,POR,33,2018-12-23,H,DAL,W,121,118,49,104,.471,11,38,.289,12,17,.706,7,53,29,5,6,9,26,43,103,.417,12,34,.353,20,28,.714,8,49,22,1,2,9,20
2019,POR,34,2018-12-25,A,UTA,L,96,117,35,89,.393,9,23,.391,17,26,.654,11,42,20,7,3,12,20,46,83,.554,13,29,.448,12,23,.522,9,49,20,7,10,17,19
2019,POR,35,2018-12-27,A,GSW,W,110,109,38,105,.362,13,40,.325,21,23,.913,11,54,20,7,4,14,18,45,106,.425,13,44,.295,6,15,.400,14,59,36,10,9,15,19
2019,POR,36,2018-12-29,H,GSW,L,105,115,39,91,.429,9,31,.290,18,22,.818,11,46,18,6,4,13,17,40,80,.500,12,25,.480,23,28,.821,5,42,27,9,4,12,18
2019,POR,37,2018-12-30,H,PHI,W,129,95,49,83,.590,12,22,.545,19,25,.760,7,59,28,2,2,21,22,34,96,.354,8,43,.186,19,27,.704,9,36,18,15,2,11,21
2019,POR,38,2019-01-01,A,SAC,W,113,108,39,90,.433,9,32,.281,26,30,.867,10,56,22,11,10,18,19,44,115,.383,11,33,.333,9,12,.750,14,53,24,13,4,13,23
2019,POR,39,2019-01-04,H,OKC,L,109,111,41,95,.432,9,31,.290,18,21,.857,11,50,30,6,5,12,17,40,94,.426,8,25,.320,23,26,.885,11,49,18,9,6,10,21
2019,POR,40,2019-01-05,H,HOU,W,110,101,43,94,.457,9,28,.321,15,20,.750,17,47,27,7,2,9,11,39,84,.464,13,38,.342,10,12,.833,10,40,13,6,5,12,22
2019,POR,41,2019-01-07,H,NYK,W,111,101,40,85,.471,11,31,.355,20,29,.690,12,51,25,7,5,14,21,36,89,.404,7,23,.304,22,27,.815,14,48,18,9,2,11,19
2019,POR,42,2019-01-09,H,CHI,W,124,112,47,83,.566,11,26,.423,19,21,.905,6,43,28,6,7,16,21,43,93,.462,9,22,.409,17,19,.895,10,37,22,5,3,12,18
2019,POR,43,2019-01-11,H,CHO,W,127,96,52,93,.559,15,40,.375,8,9,.889,7,47,31,10,16,9,20,36,90,.400,13,30,.433,11,16,.688,10,43,23,3,2,13,10
2019,POR,44,2019-01-13,A,DEN,L,113,116,40,88,.455,12,34,.353,21,22,.955,8,39,25,5,1,9,22,45,81,.556,9,22,.409,17,20,.850,4,35,21,5,0,11,20
2019,POR,45,2019-01-14,A,SAC,L,107,115,37,92,.402,10,31,.323,23,29,.793,17,49,22,6,3,14,23,43,87,.494,10,26,.385,19,24,.792,11,48,24,6,6,13,23
2019,POR,46,2019-01-16,H,CLE,W,129,112,47,89,.528,16,29,.552,19,23,.826,7,41,28,1,6,4,17,45,95,.474,6,19,.316,16,19,.842,12,41,17,0,5,3,18
2019,POR,47,2019-01-18,H,NOP,W,128,112,48,103,.466,11,34,.324,21,26,.808,18,53,30,8,3,6,22,41,84,.488,8,25,.320,22,27,.815,7,41,23,4,6,12,24
2019,POR,48,2019-01-21,A,UTA,W,109,104,45,90,.500,8,18,.444,11,15,.733,7,44,30,6,9,8,22,36,91,.396,7,33,.212,25,31,.806,13,48,21,5,8,15,19
2019,POR,49,2019-01-22,A,OKC,L,114,123,43,95,.453,10,36,.278,18,22,.818,20,52,21,7,3,19,20,43,85,.506,11,23,.478,26,33,.788,9,37,26,16,4,10,20
2019,POR,50,2019-01-24,A,PHO,W,120,106,44,94,.468,12,26,.462,20,20,1.000,14,53,25,8,8,16,24,36,88,.409,13,38,.342,21,27,.778,9,39,19,9,4,16,22
2019,POR,51,2019-01-26,H,ATL,W,120,111,41,82,.500,11,30,.367,27,30,.900,11,47,26,8,7,18,23,42,92,.457,12,33,.364,15,20,.750,9,36,24,9,7,10,27
2019,POR,52,2019-01-30,H,UTA,W,132,105,48,90,.533,16,32,.500,20,23,.870,11,46,28,7,5,13,17,38,85,.447,11,34,.324,18,21,.857,8,36,24,9,4,16,22
2019,POR,53,2019-02-05,H,MIA,L,108,118,42,93,.452,15,39,.385,9,12,.750,7,33,30,6,2,11,21,45,83,.542,7,22,.318,21,25,.840,8,46,18,11,7,12,15
2019,POR,54,2019-02-07,H,SAS,W,127,118,49,91,.538,11,31,.355,18,18,1.000,4,33,26,11,4,8,14,48,91,.527,12,21,.571,10,14,.714,10,43,19,3,3,18,16
2019,POR,55,2019-02-10,A,DAL,L,101,102,42,86,.488,9,29,.310,8,14,.571,12,48,24,7,4,19,26,36,87,.414,12,37,.324,18,23,.783,11,39,20,6,3,15,20
2019,POR,56,2019-02-11,A,OKC,L,111,120,36,87,.414,11,29,.379,28,38,.737,10,46,18,8,7,13,24,41,86,.477,16,35,.457,22,29,.759,7,45,23,9,7,12,28
2019,POR,57,2019-02-13,H,GSW,W,129,107,43,93,.462,16,37,.432,27,34,.794,14,48,24,3,4,4,16,39,97,.402,13,38,.342,16,18,.889,18,49,26,1,9,8,26
2019,POR,58,2019-02-21,A,BRK,W,113,99,46,105,.438,7,32,.219,14,16,.875,19,60,19,7,9,13,21,36,92,.391,7,36,.194,20,26,.769,12,49,26,4,2,12,19
2019,POR,59,2019-02-23,A,PHI,W,130,115,49,99,.495,5,23,.217,27,29,.931,19,53,29,8,6,11,23,42,87,.483,9,24,.375,22,28,.786,7,33,28,5,5,11,23
2019,POR,60,2019-02-25,A,CLE,W,123,110,44,78,.564,18,29,.621,17,22,.773,6,45,26,5,6,13,24,37,89,.416,13,34,.382,23,26,.885,13,40,22,4,1,7,20
2019,POR,61,2019-02-27,A,BOS,W,97,92,38,90,.422,6,33,.182,15,20,.750,13,48,14,11,2,11,15,40,86,.465,5,28,.179,7,10,.700,8,41,20,5,4,16,20
2019,POR,62,2019-03-01,A,TOR,L,117,119,42,85,.494,14,33,.424,19,23,.826,9,42,24,9,4,16,25,45,81,.556,10,28,.357,19,21,.905,2,32,29,9,6,14,17
2019,POR,63,2019-03-03,A,CHO,W,118,108,43,96,.448,11,32,.344,21,23,.913,13,48,26,9,3,11,23,37,83,.446,14,33,.424,20,23,.870,4,35,25,7,5,12,21
2019,POR,64,2019-03-05,A,MEM,L,111,120,42,79,.532,9,29,.310,18,21,.857,5,36,25,7,4,20,29,40,75,.533,13,27,.481,27,36,.750,4,34,22,11,5,16,21
2019,POR,65,2019-03-07,H,OKC,L,121,129,37,94,.394,9,41,.220,38,47,.809,14,51,14,7,8,14,27,48,105,.457,8,27,.296,25,32,.781,16,58,14,7,5,15,31
2019,POR,66,2019-03-09,H,PHO,W,127,120,43,86,.500,13,29,.448,28,36,.778,12,52,19,5,7,16,27,43,103,.417,9,27,.333,25,29,.862,13,43,27,7,5,8,23
2019,POR,67,2019-03-12,A,LAC,W,125,104,47,96,.490,12,31,.387,19,26,.731,18,50,27,8,3,12,20,38,95,.400,9,15,.600,19,27,.704,25,51,21,7,3,11,21
2019,POR,68,2019-03-15,A,NOP,W,122,110,43,96,.448,10,27,.370,26,32,.813,17,54,26,7,8,15,18,45,94,.479,8,30,.267,12,25,.480,14,45,31,7,6,11,23
2019,POR,69,2019-03-16,A,SAS,L,103,108,42,101,.416,7,28,.250,12,14,.857,14,51,23,4,2,8,22,37,79,.468,8,17,.471,26,30,.867,4,44,17,4,10,10,14
2019,POR,70,2019-03-18,H,IND,W,106,98,37,79,.468,13,32,.406,19,21,.905,8,38,24,8,9,17,23,35,83,.422,10,24,.417,18,22,.818,12,39,25,12,3,13,21
2019,POR,71,2019-03-20,H,DAL,W,126,118,45,91,.495,16,36,.444,20,25,.800,12,48,23,6,4,14,17,43,87,.494,10,30,.333,22,25,.880,6,35,20,8,6,11,22
2019,POR,72,2019-03-23,H,DET,W,117,112,43,79,.544,11,26,.423,20,27,.741,11,42,22,4,4,12,14,42,84,.500,14,34,.412,14,14,1.000,6,29,24,9,3,7,21
2019,POR,73,2019-03-25,H,BRK,W,148,144,53,121,.438,14,45,.311,28,36,.778,16,55,35,9,5,3,30,49,103,.476,15,42,.357,31,44,.705,15,59,25,3,4,16,31
2019,POR,74,2019-03-27,A,CHI,W,118,98,43,83,.518,11,32,.344,21,25,.840,9,45,30,4,3,8,16,39,91,.429,5,23,.217,15,19,.789,16,44,22,4,0,8,19
2019,POR,75,2019-03-29,A,ATL,W,118,98,45,96,.469,9,32,.281,19,22,.864,10,55,19,4,4,9,9,38,94,.404,9,38,.237,13,14,.929,8,41,20,5,7,10,22
2019,POR,76,2019-03-30,A,DET,L,90,99,38,102,.373,4,21,.190,10,11,.909,18,59,18,7,5,16,19,37,86,.430,5,25,.200,20,26,.769,7,45,20,8,6,10,21
2019,POR,77,2019-04-01,A,MIN,W,132,122,50,91,.549,15,30,.500,17,24,.708,15,50,31,6,9,14,17,47,96,.490,11,29,.379,17,19,.895,10,37,29,8,3,9,19
2019,POR,78,2019-04-03,H,MEM,W,116,89,48,94,.511,10,31,.323,10,16,.625,14,54,28,9,3,13,14,31,80,.388,11,33,.333,16,19,.842,4,32,20,10,9,13,16
2019,POR,79,2019-04-05,A,DEN,L,110,119,42,86,.488,10,29,.345,16,20,.800,12,40,24,6,2,14,23,43,84,.512,7,27,.259,26,29,.897,12,39,27,10,4,9,19
2019,POR,80,2019-04-07,H,DEN,W,115,108,41,89,.461,9,28,.321,24,29,.828,17,58,22,5,5,16,16,42,95,.442,13,33,.394,11,20,.550,12,42,24,9,4,10,26
2019,POR,81,2019-04-09,A,LAL,W,104,101,37,90,.411,11,37,.297,19,22,.864,11,45,18,8,10,12,14,40,94,.426,10,29,.345,11,17,.647,17,51,29,6,6,17,19
2019,POR,82,2019-04-10,H,SAC,W,136,131,53,91,.582,14,24,.583,16,22,.727,14,44,19,5,2,12,17,50,96,.521,18,43,.419,13,16,.813,12,35,25,5,1,10,17
2019,SAC,1,2018-10-17,H,UTA,L,117,123,49,95,.516,7,19,.368,12,18,.667,5,37,17,8,3,9,27,41,79,.519,13,27,.481,28,38,.737,5,44,21,8,4,17,19
2019,SAC,2,2018-10-19,A,NOP,L,129,149,50,96,.521,10,25,.400,19,26,.731,9,39,24,6,2,13,26,56,95,.589,16,31,.516,21,33,.636,12,52,35,6,4,16,25
2019,SAC,3,2018-10-21,A,OKC,W,131,120,50,91,.549,10,22,.455,21,28,.750,12,46,28,11,7,17,26,46,104,.442,9,39,.231,19,30,.633,18,51,23,11,9,18,29
2019,SAC,4,2018-10-23,A,DEN,L,112,126,45,86,.523,13,31,.419,9,20,.450,9,39,29,7,6,16,17,51,99,.515,11,30,.367,13,15,.867,15,49,31,11,3,12,22
2019,SAC,5,2018-10-24,H,MEM,W,97,92,35,83,.422,6,18,.333,21,33,.636,15,57,19,7,5,14,15,36,94,.383,10,37,.270,10,13,.769,13,49,18,7,6,15,25
2019,SAC,6,2018-10-26,H,WAS,W,116,112,44,95,.463,14,37,.378,14,23,.609,14,53,25,8,4,18,18,40,86,.465,14,42,.333,18,23,.783,5,42,22,8,7,21,27
2019,SAC,7,2018-10-29,A,MIA,W,123,113,48,97,.495,12,26,.462,15,25,.600,9,46,28,8,8,12,23,38,92,.413,13,39,.333,24,34,.706,13,52,20,10,9,18,21
2019,SAC,8,2018-10-30,A,ORL,W,107,99,41,84,.488,8,22,.364,17,26,.654,8,51,22,8,6,15,20,36,91,.396,11,43,.256,16,22,.727,11,48,28,10,8,16,22
2019,SAC,9,2018-11-01,A,ATL,W,146,115,53,98,.541,14,35,.400,26,32,.813,10,46,38,14,3,14,29,42,87,.483,8,31,.258,23,34,.676,10,43,26,6,6,22,28
2019,SAC,10,2018-11-04,A,MIL,L,109,144,42,95,.442,14,36,.389,11,22,.500,8,44,24,6,4,15,26,46,95,.484,22,56,.393,30,33,.909,10,56,30,6,7,12,20
