Season,Team,Gtm,Date,Home,Opp,Win,Team_pts,Opp_pts,Team_FG,Team_FGA,Team_FG%,Team_3P,Team_3PA,Team_3P%,2P,2PA,2P%,eFG%,Team_FT,Team_FTA,Team_FT%,Team_ORB,DRB,Team_TRB,Team_AST,Team_STL,Team_BLK,Team_TOV,Team_PF,Opp_FG,Opp_FGA,Opp_FG%,Opp_3P,Opp_3PA,Opp_3P%,2P.1,2PA.1,2P%.1,eFG%.1,Opp_FT,Opp_FTA,Opp_FT%,Opp_ORB,DRB.1,Opp_TRB,Opp_AST,Opp_STL,Opp_BLK,Opp_TOV,Opp_PF,Point_Diff,Opp_eFG%,TOV_Rate,ORB%,AST_TO_Ratio,Team_pts_5game_avg,Opp_pts_5game_avg,Point_Diff_5game_avg,eFG%_5game_avg,Opp_eFG%_5game_avg,TOV_Rate_5game_avg,ORB%_5game_avg,AST_TO_Ratio_5game_avg,Win_5game_avg,Win_10game_pct
2025,LAL,34,2025-01-03,1,ATL,1,119,102,43,88,.489,13,30,.433,30,58,.517,0.5625,20,25,.800,17,39,56,28,4,6,19,21,41,100,.410,6,34,.176,35,66,.530,.440,14,18,.778,13,26,39,22,10,3,8,22,17,0.44,0.16101694915254236,0.3953488372093023,1.4736842105263157,118.0,113.0,5.0,0.5620972896084878,0.5410038889423112,0.10933789143567037,0.2529063232977721,2.6007197480881694,0.8,0.7
2025,LAL,35,2025-01-05,0,HOU,0,115,119,38,78,.487,16,36,.444,22,42,.524,0.5897435897435898,23,28,.821,10,29,39,26,4,5,10,21,47,99,.475,14,40,.350,33,59,.559,.545,11,19,.579,18,31,49,19,3,4,6,22,-4,0.5454545454545454,0.09968102073365231,0.24390243902439024,2.6,118.0,114.2,3.8,0.5734526009637991,0.5377352474714227,0.11259507408499533,0.2505240204049757,2.4540530814215025,0.6,0.7
2025,LAL,36,2025-01-07,0,DAL,0,97,118,34,75,.453,11,35,.314,23,40,.575,0.5266666666666666,18,24,.750,5,28,33,20,7,6,10,13,45,86,.523,18,38,.474,27,48,.563,.628,10,14,.714,11,33,44,29,7,0,13,16,-21,0.627906976744186,0.10464629552113855,0.13157894736842105,2.0,111.0,113.4,-2.4,0.5411235966347948,0.5500513366978108,0.1120651057214119,0.25017314321199324,2.2540530814215023,0.4,0.6
2025,LAL,37,2025-01-13,1,SAS,0,102,126,39,87,.448,14,44,.318,25,43,.581,0.5287356321839081,10,16,.625,15,25,40,24,9,4,19,17,48,90,.533,13,35,.371,35,55,.636,.606,17,20,.850,12,29,41,30,16,5,11,15,-24,0.6055555555555555,0.1680820948336872,0.3409090909090909,1.263157894736842,109.4,114.2,-4.8,0.5489759862294712,0.5550334155508574,0.12966158876789302,0.2835723526981592,1.928906882591093,0.4,0.5
2025,LAL,38,2025-01-15,1,MIA,1,117,108,47,90,.522,13,34,.382,34,56,.607,0.5944444444444444,10,14,.714,6,28,34,33,12,4,7,12,39,73,.534,16,36,.444,23,37,.622,.644,14,15,.933,3,34,37,25,3,6,20,13,9,0.6438356164383562,0.06785575804575417,0.15,4.714285714285714,110.0,114.6,-4.6,0.5604180666077218,0.5725505388385287,0.12025642365735492,0.25234786290224087,2.410225563909775,0.4,0.5
2025,LAL,39,2025-01-17,1,BRK,1,102,101,38,82,.463,12,34,.353,26,48,.542,0.5365853658536586,14,18,.778,6,28,34,24,6,7,10,12,37,82,.451,17,38,.447,20,44,.455,.555,10,13,.769,12,33,45,28,5,6,17,14,1,0.5548780487804879,0.100080064051241,0.15384615384615385,2.4,106.6,114.4,-7.8,0.5552351397784535,0.5955261485946262,0.10806904663709464,0.20404732622961114,2.5954887218045117,0.4,0.6
2025,LAL,40,2025-01-19,0,LAC,0,102,116,38,76,.500,9,27,.333,29,49,.592,0.5592105263157895,17,19,.895,5,28,33,26,6,6,17,14,47,89,.528,11,30,.367,36,59,.610,.590,11,14,.786,11,27,38,27,12,4,13,12,-14,0.5898876404494382,0.16771902131018154,0.15625,1.5294117647058822,104.0,113.8,-9.8,0.5491285270928934,0.6044127675936048,0.12167664675240049,0.18651683842473313,2.3813710747456875,0.4,0.5
2025,LAL,41,2025-01-21,1,WAS,1,111,88,43,90,.478,11,34,.324,32,56,.571,0.5388888888888889,14,18,.778,7,43,50,30,6,10,11,11,34,95,.358,11,43,.256,23,52,.442,.416,9,13,.692,9,37,46,25,8,8,13,18,23,0.41578947368421054,0.10099155343371281,0.1590909090909091,2.727272727272727,106.8,107.8,-1.0,0.5515729715373379,0.5619892669816096,0.12094569833491534,0.19201923076923072,2.5268256202002335,0.6,0.5
2025,LAL,42,2025-01-23,1,BOS,1,117,96,42,89,.472,15,35,.429,27,54,.500,0.5561797752808989,18,20,.900,10,43,53,27,4,3,10,14,35,91,.385,14,41,.341,21,50,.420,.462,12,18,.667,11,31,42,23,5,6,7,17,21,0.46153846153846156,0.0927643784786642,0.24390243902439024,2.7,109.8,101.8,8.0,0.5570618001567361,0.5331858481781909,0.10588215506391074,0.1726179003922906,2.814194041252865,0.8,0.6
2025,LAL,43,2025-01-25,0,GSW,1,118,108,47,86,.547,10,29,.345,37,57,.649,0.6046511627906976,14,17,.824,10,32,42,29,8,2,13,13,41,89,.461,16,46,.348,25,43,.581,.551,10,16,.625,11,27,38,30,10,0,14,15,10,0.550561797752809,0.12208865514650638,0.2702702702702703,2.230769230769231,110.0,101.8,8.2,0.5591031438259867,0.5145310844410813,0.11672873448406118,0.19667195444634467,2.3174907445495685,0.8,0.6
2025,LAL,44,2025-01-27,0,CHO,1,112,107,44,86,.512,6,28,.214,38,58,.655,0.5465116279069767,18,24,.750,12,36,48,22,9,5,19,18,39,87,.448,14,36,.389,25,51,.490,.529,15,18,.833,10,24,34,26,11,3,14,19,5,0.5287356321839081,0.16441675320179994,0.3333333333333333,1.1578947368421053,112.0,103.0,9.0,0.5610883962366503,0.5093026011217654,0.12959607231417297,0.23256939034378057,2.0690696919179894,0.8,0.6
2025,LAL,45,2025-01-28,0,PHI,0,104,118,37,72,.514,10,33,.303,27,39,.692,0.5833333333333334,20,23,.870,4,35,39,25,5,3,22,19,43,91,.473,11,34,.324,32,57,.561,.533,21,25,.840,12,31,43,20,14,4,9,20,-14,0.532967032967033,0.21129466000768343,0.11428571428571428,1.1363636363636365,112.4,103.4,9.0,0.5659129576401591,0.4979184796252844,0.13831120005367334,0.22417653320092343,1.9904600662495402,0.8,0.6
2025,LAL,46,2025-01-30,0,WAS,1,134,96,49,90,.544,15,32,.469,34,58,.586,0.6277777777777778,21,22,.955,9,39,48,31,9,6,11,24,29,91,.319,10,44,.227,19,47,.404,.374,28,34,.824,12,26,38,18,4,6,15,18,38,0.37362637362637363,0.09938561619082038,0.2571428571428571,2.8181818181818183,117.0,105.0,12.0,0.5836907354179369,0.489485859613717,0.13799001260509486,0.24378692281131303,2.0086418844313583,0.8,0.7
2025,LAL,47,2025-02-01,0,NYK,1,128,112,47,81,.580,19,40,.475,28,41,.683,0.6975308641975309,15,18,.833,3,34,37,26,9,4,15,22,44,95,.463,10,28,.357,34,67,.507,.516,14,19,.737,16,28,44,33,7,3,14,16,16,0.5157894736842106,0.14434180138568128,0.0967741935483871,1.7333333333333334,119.2,108.2,11.0,0.6119609532012633,0.5003360620428668,0.14830549718649827,0.21436127371611238,1.8153085510980251,0.8,0.8
2025,LAL,48,2025-02-04,0,LAC,1,122,97,45,81,.556,18,37,.486,27,44,.614,0.6666666666666666,14,23,.609,10,40,50,33,7,3,15,15,34,89,.382,12,41,.293,22,48,.458,.449,17,19,.895,10,26,36,30,9,5,10,17,25,0.449438202247191,0.1413494157557482,0.2777777777777778,2.2,120.0,106.0,14.0,0.6243640539764571,0.48011134294174324,0.15215764930834666,0.21586277521761393,1.809154704944179,0.8,0.8
2025,LAL,49,2025-02-06,1,GSW,1,120,112,39,78,.500,13,35,.371,26,43,.605,0.5833333333333334,29,36,.806,7,40,47,26,9,5,14,21,41,101,.406,16,53,.302,25,48,.521,.485,14,20,.700,10,30,40,29,8,2,12,25,8,0.48514851485148514,0.12982195845697328,0.1891891891891892,1.8571428571428572,121.6,107.0,14.6,0.6317283950617284,0.47139391947525866,0.14523869035938133,0.18703394638878507,1.9490043290043293,0.8,0.8
2025,LAL,50,2025-02-08,1,IND,1,124,117,46,88,.523,11,33,.333,35,55,.636,0.5852272727272727,21,23,.913,9,37,46,29,6,3,15,22,37,87,.425,12,38,.316,25,49,.510,.494,31,32,.969,11,27,38,27,10,2,11,20,7,0.4942528735632184,0.1326025459688826,0.25,1.9333333333333333,125.6,106.8,18.8,0.6321071829405163,0.4636510875944958,0.12950026755162114,0.2141768035316422,2.1083982683982687,1.0,0.9
2025,LAL,51,2025-02-10,1,UTA,1,132,113,50,92,.543,15,42,.357,35,50,.700,0.625,17,18,.944,10,34,44,28,11,2,13,22,39,84,.464,12,40,.300,27,44,.614,.536,23,27,.852,11,28,39,29,6,3,19,17,19,0.5357142857142857,0.11512575274530641,0.2631578947368421,2.1538461538461537,125.2,110.2,15.0,0.6315516273849606,0.49606867001207816,0.13264829486251836,0.21537981105043924,1.9755311355311356,1.0,0.9
2025,LAL,52,2025-02-12,0,UTA,0,119,131,41,92,.446,20,50,.400,21,42,.500,0.5543478260869565,17,30,.567,14,31,45,31,5,3,14,20,45,86,.523,15,41,.366,30,45,.667,.610,26,33,.788,11,37,48,30,10,8,12,21,-12,0.6104651162790697,0.1174496644295302,0.27450980392156865,2.2142857142857144,123.4,114.0,9.4,0.6029150197628458,0.5150037985310499,0.12726986747128816,0.2509269331250755,2.0717216117216117,0.8,0.8
2025,LAL,53,2025-02-19,1,CHO,0,97,100,37,90,.411,15,51,.294,22,39,.564,0.49444444444444446,8,12,.667,12,38,50,29,7,4,18,17,33,91,.363,18,53,.340,15,38,.395,.462,16,17,.941,9,38,47,20,12,4,19,16,-3,0.46153846153846156,0.15889830508474576,0.24,1.6111111111111112,118.4,114.6,3.8,0.5684705753184014,0.517423850389304,0.13077964533708766,0.24337137756951996,1.9539438339438342,0.6,0.7
2025,LAL,54,2025-02-20,0,POR,1,110,102,39,82,.476,9,32,.281,30,50,.600,0.5304878048780488,23,25,.920,11,37,48,20,7,6,24,17,38,86,.442,12,37,.324,26,49,.531,.512,14,21,.667,6,27,33,27,16,7,17,24,8,0.5116279069767442,0.20512820512820512,0.2894736842105263,0.8333333333333334,116.4,112.6,3.8,0.5579014696273445,0.5227197288143559,0.14584089467133401,0.26342827657378737,1.7491819291819293,0.6,0.7
2025,LAL,55,2025-02-22,0,DEN,1,123,100,43,86,.500,16,41,.390,27,45,.600,0.5930232558139535,21,25,.840,9,30,39,27,15,9,9,20,34,85,.400,16,41,.390,18,44,.409,.494,16,21,.762,12,33,45,28,6,1,22,18,23,0.49411764705882355,0.08490566037735849,0.21428571428571427,3.0,116.2,109.2,7.0,0.5594606662446807,0.5226926835134769,0.1363015175530292,0.2562854194309302,1.962515262515263,0.6,0.8
2025,LAL,56,2025-02-25,1,DAL,1,107,99,39,87,.448,11,40,.275,28,47,.596,0.5114942528735632,18,24,.750,13,44,57,24,7,8,14,13,35,98,.357,17,44,.386,18,54,.333,.444,12,13,.923,14,31,45,23,7,11,12,14,8,0.44387755102040816,0.12549300824668339,0.29545454545454547,1.7142857142857142,111.2,106.4,4.8,0.5367595168193933,0.5043253365747015,0.1383749686533046,0.2627447495744709,1.8746031746031746,0.6,0.8
2025,LAL,57,2025-02-27,1,MIN,1,111,102,34,82,.415,11,41,.268,23,41,.561,0.4817073170731707,32,46,.696,16,36,52,21,7,2,13,18,35,84,.417,12,41,.293,23,43,.535,.488,20,26,.769,10,31,41,25,9,3,12,29,9,0.4880952380952381,0.11280805275945853,0.3404255319148936,1.6153846153846154,109.6,100.6,9.0,0.5222314150166362,0.4798513609379351,0.13744664631929024,0.27592789517313593,1.754822954822955,0.8,0.8
2025,LAL,58,2025-02-28,1,LAC,1,106,102,39,80,.488,11,33,.333,28,47,.596,0.55625,17,22,.773,10,29,39,19,14,5,15,14,39,87,.448,9,37,.243,30,50,.600,.500,15,21,.714,15,29,44,25,11,1,18,19,4,0.5,0.14329384791746275,0.2564102564102564,1.2666666666666666,111.4,101.0,10.4,0.5345925261277473,0.4875436686302428,0.13432575488583365,0.2792099464551872,1.6859340659340663,1.0,0.8
2025,LAL,59,2025-03-02,1,LAC,1,108,102,38,77,.494,18,42,.429,20,35,.571,0.6103896103896104,14,20,.700,11,30,41,21,8,6,17,16,38,88,.432,12,39,.308,26,49,.531,.500,14,17,.824,10,30,40,24,9,1,12,22,6,0.5,0.16536964980544747,0.2682926829268293,1.2352941176470589,111.0,101.0,10.0,0.5505728872300596,0.48521808723489396,0.12637404382128212,0.2749737461984477,1.766326222796811,1.0,0.8
2025,LAL,60,2025-03-04,1,NOP,1,136,115,48,90,.533,19,52,.365,29,38,.763,0.6388888888888888,21,27,.778,17,34,51,32,7,5,15,12,46,93,.495,9,34,.265,37,59,.627,.543,14,21,.667,10,25,35,29,11,3,9,17,21,0.543010752688172,0.12833675564681726,0.40476190476190477,2.1333333333333333,113.6,104.0,9.6,0.5597460138450466,0.49499670836076365,0.1350602628751739,0.3130689842936859,1.592992889463478,1.0,0.8
2025,LAL,61,2025-03-06,1,NYK,1,113,109,38,89,.427,14,42,.333,24,47,.511,0.5056179775280899,23,28,.821,12,37,49,25,7,4,17,28,37,94,.394,10,43,.233,27,51,.529,.447,25,32,.781,14,32,46,20,10,2,16,21,4,0.44680851063829785,0.14367816091954025,0.2727272727272727,1.4705882352941178,114.8,106.0,8.8,0.5585707587759521,0.4955829002843416,0.13869729340974526,0.30852352974823133,1.5442533936651586,1.0,0.8
2025,LAL,62,2025-03-08,0,BOS,0,101,111,39,87,.448,14,40,.350,25,47,.532,0.5287356321839081,9,14,.643,9,36,45,18,6,1,14,17,40,84,.476,13,38,.342,27,46,.587,.554,18,25,.720,11,32,43,24,9,5,10,11,-10,0.5535714285714286,0.13064576334453154,0.21951219512195122,1.2857142857142858,112.8,107.8,5.0,0.5679764217980994,0.5086781383795798,0.14226483552675986,0.28434086238964285,1.4783193277310926,0.8,0.8
2025,LAL,63,2025-03-10,0,BRK,0,108,111,37,85,.435,19,40,.475,18,45,.400,0.5470588235294118,15,19,.789,8,35,43,31,4,4,15,20,37,90,.411,18,45,.400,19,45,.422,.511,19,30,.633,16,31,47,22,10,6,7,16,-3,0.5111111111111111,0.13842746400885936,0.20512820512820512,2.066666666666667,113.2,109.6,3.6,0.5661381865039818,0.5109003606018019,0.14129155874503918,0.27408445213323257,1.638319327731093,0.6,0.8
